Service,Policy Definition,Parameter Requirements,Azure Security Benchmark,CIS,CCMC L3,ISO 27001,NIST SP 800-53 R4,NIST SP 800-171 R2,HIPAA HITRUST 9.2,New Zealand ISM,Parameters,Link
Security Center,Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_GCExtOnVmWithNoSAMI.json
Security Center,Vulnerabilities in Azure Container Registry images should be remediated,None,PV-6,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ContainerRegistryVulnerabilityAssessment_Audit.json
Security Center,Vulnerabilities in container security configurations should be remediated,None,PV-4,,,,,3.11.2,0715.10m2Organizational.8 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_ContainerBenchmark_Audit.json
Security Center,Vulnerabilities in security configuration on your machines should be remediated,None,PV-4,,,A.12.6.1,SI-2,3.14.1,0718.10m3Organizational.34 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_OSVulnerabilities_Audit.json
Security Center,Vulnerabilities in security configuration on your virtual machine scale sets should be remediated,None,PV-4,,,,SI-2,3.14.1,0717.10m3Organizational.2 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_VmssOSVulnerabilities_Audit.json
Security Center,Vulnerabilities on your SQL databases should be remediated,None,PV-6,,,A.12.6.1,SI-2,3.14.1,0716.10m3Organizational.1 - 10.m,ISM-3,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_SQLDbVulnerabilities_Audit.json
Security Center,Vulnerabilities on your SQL servers on machine should be remediated,None,,,,,,,,,,
Service Bus,All authorization rules except RootManageSharedAccessKey should be removed from Service Bus namespace,None,,,,,,,,,,
Service Bus,Azure Service Bus namespaces should use private link,None,,,,,,,,,,
Service Bus,Resource logs in Service Bus should be enabled,Optional,LT-4,5.3,,,,,1208.09aa3System.1 - 09.aa,,requiredRetentionDays,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Service%20Bus/ServiceBus_AuditDiagnosticLog_Audit.json
Service Bus,Service Bus Premium namespaces should use a customer-managed key for encryption,None,,,,,,,,,,
Service Fabric,Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign,None,DP-5,,,A.10.1.1,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Service%20Fabric/ServiceFabric_AuditClusterProtectionLevel_Audit.json
Service Fabric,Service Fabric clusters should only use Azure Active Directory for client authentication,None,IM-1,,,A.9.2.3,AC-2 (7),,,AC-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Service%20Fabric/ServiceFabric_AuditADAuth_Audit.json
SignalR,Azure SignalR Service should use private link,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SignalR/SignalR_PrivateEndpointEnabled_Audit.json
Storage,Azure File Sync should use private link,None,,,,,,,,,,
Storage,Geo-redundant storage should be enabled for Storage Accounts,None,,,,,,,,,,
Storage,HPC Cache accounts should use customer-managed key for encryption,None,,,,,,,,,,
Storage,Public network access should be disabled for Azure File Sync,None,,,,,,,,,,
Storage,Secure transfer to storage accounts should be enabled,None,DP-4,3.1,,A.13.2.1,SC-8 (1),3.13.8,0943.09y1Organizational.1 - 09.y,DM-6,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/Storage_AuditForHTTPSEnabled_Audit.json
Storage,Storage account public access should be disallowed,None,,,,,,,,,,
Storage,Storage accounts should allow access from trusted Microsoft services,None,,3.7,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/StorageAccess_TrustedMicrosoftServices_Audit.json
Storage,Storage accounts should be limited by allowed SKUs,Required,,,,,,,,,listOfAllowedSKUs,
Storage,Storage accounts should be migrated to new Azure Resource Manager resources,None,AM-3,,,A.9.1.2,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/Classic_AuditForClassicStorages_Audit.json
Storage,Storage accounts should have infrastructure encryption,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/StorageAccountInfrastructureEncryptionEnabled_Audit.json
Storage,Storage accounts should restrict network access,None,NS-4,3.6,,A.13.1.1,SC-7,3.13.5,0866.09m3Organizational.1516 - 09.m,NS-2,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/Storage_NetworkAcls_Audit.json
Storage,Storage accounts should restrict network access using virtual network rules,None,NS-1,3.6,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/StorageAccountOnlyVnetRulesEnabled_Audit.json
Storage,Storage accounts should use customer-managed key for encryption,None,DP-5,3.9,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/StorageAccountCustomerManagedKeyEnabled_Audit.json
Storage,Storage accounts should use private link,None,,,,,,,,,,
Stream Analytics,Azure Stream Analytics jobs should use customer-managed keys to encrypt data,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Stream%20Analytics/StreamAnalytics_CMK_Audit.json
Stream Analytics,Resource logs in Azure Stream Analytics should be enabled,Optional,LT-4,5.3,,,,,1207.09aa2System.4 - 09.aa,,requiredRetentionDays,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Stream%20Analytics/StreamAnalytics_AuditDiagnosticLog_Audit.json
Synapse,Auditing on Synapse workspace should be enabled,Optional,,,,,,,,,setting,
Synapse,Azure Synapse workspaces should allow outbound data traffic only to approved targets,None,,,,,,,,,,
Synapse,Azure Synapse workspaces should use customer-managed keys to encrypt data at rest,None,,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Synapse/SynapseWorkspaceCMK_Audit.json
Synapse,Azure Synapse workspaces should use private link,None,,,,,,,,,,
Synapse,IP firewall rules on Azure Synapse workspaces should be removed,None,,,,,,,,,,
Synapse,Managed workspace virtual network on Azure Synapse workspaces should be enabled,None,,,,,,,,,,
Synapse,Synapse managed private endpoints should only connect to resources in approved Azure Active Directory tenants,Required,,,,,,,,,allowedTenantIds,
Synapse,Synapse workspace auditing settings should have action groups configured to capture critical activities,None,,,,,,,,,,
Synapse,Synapse workspaces should be configured with 90 days auditing retention or higher.,None,,,,,,,,,,
Synapse,Vulnerability assessment should be enabled on your Synapse workspaces,None,,,,,,,,,,
Tags,Require a tag and its value on resource groups,Required,,,,,,,,,"tagName, tagValue",
Tags,Require a tag and its value on resources,Required,,,,,,,,,"tagName, tagValue",
Tags,Require a tag on resource groups,Required,,,,,,,,,tagName,
Tags,Require a tag on resources,Required,,,,,,,,,tagName,
VM Image Builder,VM Image Builder templates should use private link,None,NS-3,,,,,,,,,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/VM%20Image%20Builder/PrivateLinkEnabled_Audit.json
